		B-Baseline
1363.74	7891.29	55.1935963350943
1365.26	7911.82	71.25080049325152
1366.79	7889.94	44.86857836297531
1368.31	7901.7	52.155782521132096
1369.83	7900.16	46.142986679289606
1371.36	7891.61	33.09076454901424
1372.88	7893.64	30.647968707171458
1374.4	7886.95	19.485172865327513
1375.92	7890.24	18.30237702348495
1377.44	7871.33	-5.08041881835743
1378.96	7863.39	-17.493214660199556
1380.48	7866.46	-18.896010502042373
1382.0	7873.84	-15.98880634388479
1383.52	7856.65	-37.651602185728734
1385.04	7875.23	-23.544398027571333
1386.56	7854.12	-49.12719386941353
1388.07	7867.13	-40.56056342282318
1389.59	7886.42	-25.74335926466574
1391.11	7905.15	-11.486155106509614
1392.62	7906.0	-15.079524659919116
1394.14	7937.27	11.717679498238795
1395.66	7948.22	18.194883656396087
1397.17	7958.85	24.38151410298633
1398.69	7968.22	29.278718261143695
1400.2	7978.34	34.95534870773372
1401.71	7983.54	35.71197915432367
1403.23	8011.58	59.27918331248111
1404.74	8026.32	69.57581375907102
1406.25	8032.63	71.44244420566156
1407.76	8067.21	101.57907465225344
1409.28	8069.07	98.96627881041059
1410.79	8067.48	92.93290925700057
1412.3	8080.08	101.08953970359107
1413.81	8078.85	95.41617015018164
1415.32	8082.73	94.85280059677098
1416.83	8081.66	89.3394310433614
1418.34	8095.92	99.15606148995175
1419.84	8079.01	77.83211822497651
1421.35	8089.35	83.72874867156679
1422.86	8072.24	62.17537911815634
1424.37	8077.47	62.96200956474695
1425.88	8098.46	79.50864001133687
1427.38	8092.16	68.7946967463613
1428.89	8093.39	65.5813271929519
1430.39	8104.54	72.31738392797433
1431.9	8106.91	70.24401437456436
1433.4	8120.1	79.02007110958948
1434.91	8116.67	71.14670155617932
1436.41	8112.69	62.752758291201644
1437.92	8118.95	64.56938873779382
1439.42	8133.33	74.53544547281672
1440.92	8135.27	72.06150220784002
1442.42	8145.9	78.27755894286383
1443.92	8165.25	93.21361567788699
1445.43	8179.29	102.81024612447709
1446.93	8205.43	124.53630285950203
1448.43	8211.84	126.53235959452468
1449.93	8210.32	120.59841632954885
1451.43	8227.72	133.58447306457128
1452.93	8188.83	90.28052979959648
1454.43	8168.85	65.88658653461971
1455.92	8147.74	40.3920695580764
1457.42	8112.16	0.39812629309926706
1458.92	8096.42	-19.755816971875902
1460.42	8062.44	-58.14976023685358
1461.91	8039.54	-85.43427721339594
1463.41	8028.57	-100.8182204783734
1464.91	8014.2	-119.6021637433505
1466.4	7996.54	-141.64668071989308
1467.9	7992.22	-150.38062398486818
1469.39	7968.81	-178.17514096141258
1470.88	7955.23	-196.13965793795614
1472.38	7938.73	-217.05360120293335
1473.87	7948.79	-211.37811817947386
1475.36	7927.72	-236.8326351560181
1476.86	7922.0	-246.96657842099376
1478.35	7942.79	-230.56109539753834
1479.84	7916.26	-261.4756123740808
1481.33	7904.99	-277.130129350624
1482.82	7899.31	-287.1946463271679
1484.31	7890.89	-299.9991633037107
1485.8	7890.16	-305.1136802802539
1487.29	7901.54	-298.1181972567965
1488.78	7882.91	-321.1327142333412
1490.27	7877.23	-331.1972312098842
1491.76	7887.13	-325.6817481864264
1493.24	7886.08	-331.0868388745366
1494.73	7861.17	-360.381355851081
1496.22	7894.26	-331.6758728276236
1497.71	7887.09	-343.2303898041664
1499.19	7905.56	-329.1154804922762
1500.68	7911.07	-327.98999746882146
1502.16	7911.94	-331.47508815693163
1503.65	7908.02	-339.7796051334735
1505.13	7919.64	-332.5146958215837
1506.62	7918.91	-337.6292127981269
1508.1	7938.63	-322.2643034862367
1509.58	7931.35	-333.8993941743465
1511.06	7974.63	-294.97448486245685
1512.55	7972.51	-301.47900183899947
1514.03	7966.42	-311.9240925271097
1515.51	8005.72	-276.97918321521956
1516.99	8002.79	-284.2642739033299
1518.47	8012.32	-279.08936459144206
1519.95	8039.25	-256.51445527955184
1521.43	8035.58	-264.539545967662
1522.91	8044.6	-259.8746366557716
1524.39	8078.36	-230.46972734388237
1525.87	8078.53	-234.65481803199054
1527.34	8082.73	-234.78048243166813
1528.82	8097.82	-224.04557311977806
1530.3	8117.54	-208.68066380788787
1531.77	8116.26	-214.28632820756502
1533.25	8138.63	-196.2714188956752
1534.73	8133.39	-205.86650958378505
1536.2	8145.66	-197.92217398346293
1537.68	8163.96	-183.9772646715728
1539.15	8165.62	-186.64292907125036
1540.63	8170.04	-186.57801975936036
1542.1	8186.1	-174.84368415903555
1543.57	8176.08	-189.1893485587134
1545.05	8198.95	-170.67443924682266
1546.52	8206.36	-167.5901036465002
1547.99	8227.25	-151.02576804617638
1549.46	8224.22	-158.38143244585444
1550.93	8213.48	-173.44709684553163
1552.4	8206.91	-184.34276124520875
1553.87	8232.99	-162.5884256448844
1555.34	8214.42	-185.48409004456153
1556.81	8223.54	-180.68975444423813
1558.28	8233.21	-175.34541884391547
1559.75	8235.9	-176.98108324359237
1561.22	8233.7	-183.50674764326868
1562.69	8238.81	-182.72241204294733
1564.15	8217.29	-208.53865015418887
1565.62	8222.22	-207.934314553866
1567.09	8217.74	-216.73997895354296
1568.55	8218.36	-220.4162170647869
1570.02	8202.2	-240.90188146446417
1571.48	8204.44	-242.95811957570731
1572.95	8201.64	-250.0837839753858
1574.41	8183.01	-273.01002208662794
1575.88	8199.92	-260.4256864863055
1577.34	8179.23	-285.41192459754893
1578.8	8160.71	-308.2281627087932
1580.27	8152.81	-320.45382710846843
1581.73	8133.5	-344.0600652197136
1583.19	8133.36	-348.49630333095683
1584.65	8139.13	-347.02254144220115
1586.11	8130.57	-359.8787795534445
1587.57	8116.14	-378.6050176646886
1589.03	8102.1	-396.9412557759315
1590.49	8098.56	-404.7774938871762
1591.95	8086.83	-420.8037319984196
1593.41	8082.51	-429.41997010966406
1594.87	8059.84	-456.38620822090706
1596.33	8067.56	-452.96244633214974
1597.79	8061.78	-463.03868444339514
1599.24	8058.87	-470.21549626620526
1600.7	8044.59	-488.79173437744794
1602.16	8052.3	-485.37797248869265
1603.61	8045.33	-496.6147843115032
1605.07	8027.39	-518.8510224227457
1606.52	8024.61	-525.8978342455566
1607.98	8014.69	-540.1140723568014
1609.43	8019.41	-539.6608841796115
1610.89	8007.76	-555.6071222908558
1612.34	8011.27	-556.3639341136641
1613.79	8010.42	-561.4807459364765
1615.25	7996.18	-580.0169840477192
1616.7	7998.22	-582.2437958705295
1618.15	8013.7	-571.0306076933421
1619.6	8013.23	-575.7674195161526
1621.05	8008.38	-584.8842313389623
1622.5	8015.88	-581.6510431617726
1623.95	7996.67	-605.1278549845829
1625.4	7993.76	-612.304666807393
1626.85	8008.67	-601.6614786302034
1628.3	8015.17	-599.4282904530155
1629.75	8019.13	-599.7351022758257
1631.19	8034.02	-589.082487810203
1632.64	8058.12	-569.2492996330138
1634.09	8046.22	-585.4161114558237
1635.54	8067.6	-568.3029232786339
1636.98	8072.04	-568.1003088130119
1638.43	8075.03	-569.3771206358224
1639.87	8078.28	-570.3645061702
1641.32	8096.26	-556.6513179930098
1642.76	8108.91	-548.2387035273878
1644.21	8099.01	-562.4055153501977
1645.65	8110.55	-555.1029008845753
1647.09	8144.02	-525.8702864189527
1648.54	8136.57	-537.5870982417637
1649.98	8148.89	-529.5044837761407
1651.42	8156.36	-526.2718693105189
1652.86	8145.05	-541.8192548448942
1654.31	8179.46	-511.67606666770644
1655.75	8208.93	-486.4434522020838
1657.19	8214.91	-484.70083773646184
1658.63	8217.48	-486.36822327083974
1660.07	8225.53	-482.55560880521443
1661.5	8216.85	-495.4435680511597
1662.94	8240.34	-476.1909535855375
1664.38	8267.23	-453.5383391199157
1665.82	8263.23	-461.7757246542915
1667.26	8275.8	-453.4431101886694
1668.69	8286.99	-446.4610694346138
1670.13	8287.35	-450.33845496899085
1671.57	8300.93	-440.9958405033685
1673.0	8313.66	-432.4737997493121
1674.44	8339.92	-410.4511852836895
1675.87	8355.31	-399.269144529635
1677.31	8355.44	-403.3765300640098
1678.74	8360.97	-402.0544893099559
1680.18	8360.75	-406.51187484433285
1681.61	8382.0	-389.469834090276
1683.04	8365.05	-410.62779333622166
1684.47	8370.32	-409.56575258216617
1685.91	8385.52	-398.60313811654305
1687.34	8405.92	-382.41109736248654
1688.77	8392.49	-400.0490566084318
1690.2	8380.6	-416.14701585437433
